Aldous Huxley
Richard L. Anderson
James Martin
James W. Green
Chet Ensign
Monique Bonnet
Kathleen Barry
Arthur Frommer
John McMurry
Richard Bird
E. Patricia Birsner
John Goldstein
G. Eason
Keith Lumsden
Arturo Cuyas
Gary J. Nutt
Rosalie Maggio
James Martin
Donea L. Shane
S
James P. McGettigan
James Curtis
Simon Winchester
Judith Sachs
Bernhard W. Anderson
Russell Allen. Stultz
Edgar V Roberts
Stella Gibbons
Robert Graves
Graham Greene
Sherwood Anderson
Max Beerbohm
John Wyndham
Oscar Wilde
John Buchan
H. E. Bates
P.G. Wodehouse
P. G. Wodehouse
P. G. Wodehouse
Gerald Malcolm Durrell
D. H. Lawrence
Laurie Lee
Elspeth Huxley
Graham Greene
Roald Dahl
Gerald Durrell
V. S. Naipaul
Jules Verne
Spike Milligan
Pierre Boulle
Iris Murdoch
Christopher Dolley
Yukio Mishima
V. S. Naipaul
Jean Rhys
P.G. Wodehouse
G. K. Chesterton
Susan Hill
Spike Milligan
Fay Weldon
Michael Innes
Muriel Spark
Calvin Trillin
Spike Milligan
Roald Dahl
John Steinbeck
John Steinbeck
Jack Kerouac
Jack Kerouac
Ken Kesey
Calvin Tomkins
William S. Burroughs
Robertson Davies
Robertson Davies
Hannah Arendt
Lawrence Durrell
Mary Cable
Various
John Steinbeck
Shiva Naipaul
Nicolas Freeling
John Steinbeck
Richard Adams
Roald Dahl
John Mortimer
Susan Forward
Bram Stoker
M M Kaye
John Steinbeck
Robertson Davies
Bruce Grant
Roald Dahl
Paul Theroux
John Steinbeck
P. G. Wodehouse
Milan Kundera
G. K. Chesterton
D M Thomas
Paul Theroux
Nadine Gordimer
R. K. Narayan
Gay Wilson Allen
John Mortimer
Jessica Andersen
John Mortimer
Milan Kundera
Garrison Keillor
Alice Adams
Robertson Davies
Judith Guest
Sheila Ballantyne
T.C. Boyle
Nadine Gordimer
Gloria Naylor
Benjamin Hoff
Joy Kogawa
Thomas Keneally
William Trevor
Roy Blount
Julian Symons
Jessica Anderson
Jonathan Gash
William J. Kennedy
Shirley Jackson
Alexander Solzhenitsyn
Paul Theroux
Matt Cohen
Michael Ende
E.O. Parrott
Harriet Doerr
William Boyd
Cecile Pineda
Don DeLillo
Jane Langton
T.Coraghessan Boyle
T.C. Boyle
Linda Tschirhart Sanford
G. K. Chesterton
Ethan Mordden
Grace Paley
Stephen Dobyns
Scott Rice
Keri Hulme
Helene Hanff
James Welch
John Mortimer
Garrison Keillor
James Gleick
John Hawkes
Howard Mohr
T.C. Boyle
Timothy Findley
Roy Blount
Jane Langton
Neil Postman
Blanche Wiesen Cook
Mitchell Stephens
Milan Kundera
Milan Kundera
Paul Auster
Robertson Davies
Martin Booth
Larry L. King
Stevan Eldred-Grigg
Garrison Keillor
Merle Kessler
Scott Rice
Marc Reisner
Ruth Park
Linda Gordon
L. R. Wright
Tennessee Williams
Jonathan Gash
Joe Keenan
Anita Desai
Nien Cheng
Thomas Berger
Salman Rushdie
David Leavitt
Paul Cowan
Helen Epstein
John Keegan
Cleveland Amory
Bruce Chatwin
Marion Meade
Shusha Guppy
Roald Dahl
Anita Desai
T.C. Boyle
Saul Bellow
Faith Sullivan
Gabriel GarcÃ­a MÃ¡rquez
Shashi Tharoor
Pete Dexter
Gabriel Garcia Marquez
Grant Naylor
Grant Taylor
P.G. Wodehouse
Lars-Gunnar Andersson
Biederman
George Burns
Eva Hoffman
Peter Irons
Susanna Moore
Paul Auster
Garrison Keillor
Garrison Keillor
Garrison Keillor
Anita Brookner
Salman Rushdie
Wallace Stegner
Susan Kenney
John Berger
R. D. Laing
Edward De Bono
Edward De Bono
Spike Milligan
Wallace Stegner
Wallace Stegner
Richard Ford
Salman Rushdie
Bill Buford
Michael Pye
Ian Jack
Michael Lewis
Mario Vargas Llosa
Helene Hanff
Carl Djerassi
Robin Goldstein
Jonathan Gash
Peter Mansfield
Tim O'Brien
Louie Anderson
Rubin Carter
Milligan
Carol Shields
Erika Friedl
John Milton
Carl G. Jung
Paul Auster
Gregg Easterbrook
Glenn Dakin
James Joyce
Harry Mulisch
Roger Fisher
Salman Rushdie
Scott Rice
Michael Leunig
George Eliot
Betty Miller
Pam Frankau
Nadine Gordimer
Antony Sher
Joe Dominguez
L. T. C. Rolt
Jack Kerouac
Wallace Stegner
Rita Rudner
Roddy Doyle
Michael Lewis
Barbara Vine
John Steinbeck
John Steinbeck
John Steinbeck
John Steinbeck
Michael Cader
Paul Auster
Jack Kerouac
Angela Carter
Meg Pei
Nancy Atherton
Nancy Atherton
Geoff Ryman
Don DeLillo
Ernest Hillen
Mary Karr
Albert Camus
Joseph Conrad
Edith Wharton
D. H. Lawrence
Dorothy Parker
L. P. Hartley
Rudyard Kipling
Joseph Conrad
J. M. Synge
Graham Greene
Graham Greene
Jack Kerouac
Patrick White
W. Somerset  Maugham
W. Somerset  Maugham
Pablo Neruda
James Joyce
John Steinbeck
John Steinbeck
Willa Cather
Rebecca West
Marianne Moore
Stella Gibbons
Saul Bellow
Arthur Miller
D. E. Harding
Mircea Eliade
Jolan Chang
Taisha Abelar
Laurence G. Boldt
Martin Palmer
Michele Jamal
Margot Adler
Charlotte Kasl
Gail Sher
Charlotte Kasl
Benjamin Hoff
Jodi Picoult
Margarethe Cammermeyer
Paul Auster
Paul Davies
Sanyika Shakur
Brenda Peterson
Carol Shields
Patricia Wendorf
Diane DiPrima
Duong Thu Huong
Bob Shacochis
Jenny Newman
Pauline Brown
Anita Desai
T. Coraghessan Boyle
C.K. Stead
Harry Mulisch
Melissa Miller
Zlata Filipovic
Charles Busch
Sparkle Hayter
Mary McGarry Morris
Matt Ridley
Shobha De
Robertson Davies
Mario Vargas Llosa
Peter C. Newman
Jane Urquhart
Rebecca Wood
Barbara Vine
Robert Llewellyn
Tim Lott
Tim O'Brien
Stewart O'Nan
Marlys Millhiser
Joan Cleveland
Sybil Marshall
Mordecai Richler
Barbara Vine
John Hawkes
David Lodge
William Trevor
Jan Karon
Jan Karon
Dennis Covington
Thomas King
Sara Dowse
Peter Matthiessen
Duong Thu Huong
Frank DeCaro
Alix Kates Shulman
John Updike
Gabriel Garcia Marquez
Tong Su
Dennis William Hauck
Robert H. Eisenman
Jan Karon
Jane Austen
Stephen King
Dava Sobel
Larry Millett
Lois Battle
Umberto Eco
Peter Mayle
Peter N. Nelson
Laurie Bauer
Paul Wilson
Bill Drummond
David Wells
Mario Vargas Llosa
Margot Livesey
John Mortimer
Matt Ridley
Anne Lamott
Jan Karon
Alix Kates Shulman
Adeline Yen Mah
Carol Shields
Legs McNeil
Amy Blackmarr
Barbara Stanny
Shirley Jackson
Jan Karon
Mary McGarry Morris
William Sutcliffe
William C. Klatte
Charles Powers
Alex Pate
Laurie Lee
Jack Kerouac
D.H. LAWRENCE
Colman
Mick Jackson
Donna Masini
Garrison Keillor
Mark Kurlansky
Gervase Phinn
Peter Nadas
Ruth Picardie
Ian Irvine
Jacki Lyden
Jane Green
Louisa May Alcott
Stuart Mclean
Marcelle Karp
Lisa Jewell
Lisa Jewell
William Boyd
Helen Fielding
Michael Farquhar
Nuruddin Farah
Ruth L. Ozeki
Edwidge Danticat
Dava Sobel
Laura Miller
Larry Millett
Gervase Phinn
Ray Kurzweil
Joanne Harris
Paul Wilson
Frances Fyfield
Daniel Wallace
Thomas Pynchon
Toni Morrison
Mario Vargas Llosa
Donna Morrissey
P.G. Wodehouse
P.G. Wodehouse
P.G. Wodehouse
Brian MacArthur
Vikram Seth
Nick. Hornby
Nega Mezlekia
Jacquelyn Mitchard
Julia Ross
Vicki Robin
Graham Greene
Anhua Gao
Kuki Gallmann
Nick Earls
Atima Srivastava
Douglas Stone
Peter Trudgill
Graham Greene
Hal Niedzviecki
Mary Cantwell
Mia Yun
Frances Fyfield
John Steinbeck
Melissa Bank
Nick Hornby
Nick Hornby
NICK HORNBY
Richard Curtis
Susan Vreeland
J. M. Coetzee
Larry Millett
Larry Millett
John Lanchester
Slavenka Drakulic
Frances Fyfield
Helen Fielding
Witi Tame Ihimaera
Will Ferguson
T.C. Boyle
Philippa Pearce
Ursula Moray Williams
Ursula K Le Guin
Ursula K. Le Guin
Rumer Godden
Astrid Lindgren
Astrid Lindgren
Astrid Lindgren
Astrid Lindgren
Betsy Byars
Betsy Byars
Michael Ende
S. Hughes
Felice Holman
Jean Little
Roald Dahl
Hans Peter Richter
Gary Paulsen
Astrid Lindgren
John Gordon
Roald Dahl
Roald Dahl
Roald Dahl
Roald Dahl
Steve Jackson
Roald Dahl
Rumer Godden
Johanna Hurwitz
Girling
Roald Dahl
Jean Van Leeuwen
Barthe DeClements
Jane Yolen
William Sleator
Jon Scieszka
Jon Scieszka
Jean Craighead George
Mildred D. Taylor
Elizabeth Pope
Katherine Paterson
Ellen Raskin
Louisa May Alcott
H. Rider Haggard
Bram Stoker
Rudyard Kipling
Jules Verne
Charles Dickens
Michael Cadnum
Walt Morey
Melina Marchetta
A. A. Milne
A. A. Milne
Roald Dahl
John Bellairs
John Bellairs
John Bellairs
Karen Hesse
Albert Payson Terhune
Candy Dawson Boyd
Marilyn Sachs
Frances Hodgson Burnett
Jack London
Roger Lancelyn Green
Kenneth Grahame
Jules Verne
E. Nesbit
George Macdonald
Alexandre Dumas
George Macdonald
George Macdonald
Anonymous
Elizabeth Laird
Caroline MacDonald
Paul Jennings
Arthur Conan Doyle
Jane Austen
Roald Dahl
Maude Casey
William Sleator
Karen Hesse
Nancy Farmer
Sigmund Freud
Janet Lunn
Lloyd Alexander
Jean Van Leeuwen
Marc Gascoigne
Walt Morey
S. E. Hinton
Sage
J. B. Calchman
Michael Ende
Nancy Farmer
Ellen Raskin
Katherine Paterson
Kit Pearson
S. E. Hinton
Jr.
Kate Chopin
Upton Sinclair
Henry David Thoreau
Herman Melville
Louisa May Alcott
Mark Twain
Herman Melville
Thomas Paine
Lord George Gordon Byron
Walt Whitman
Various
Geoffrey Chaucer
Emily Bronte
Charles Dickens
Jane Austen
Charles Dickens
Henry Fielding
Charlotte BrontÃ«
Wilkie Collins
William Makepeace Thackeray
Charles Dickens
Thomas De Quincey
Jane Austen
Jane Austen
George Eliot
Thomas Hardy
Thomas Hardy
Thomas Hardy
Oscar Wilde
Henry James
Henry James
Joshua Reynolds
John Bunyan
Edgar Allan Poe
Charles Dickens
Charlotte BrontÃ«
Bram Stoker
Elizabeth Barrett Browning
Emily BrontÃ«
William Hill Brown
Charles Dickens
Charles Dickens
Thomas Hardy
Charles Dickens
Louisa May Alcott
George Bernard Shaw
Arthur Conan Doyle
Edited By E. F. Watling
Voltaire - Translated By John Butt
Gustave Flaubert
Geoffrey Chaucer
Fyodor Dostoyevsky
Plato (translated &amp; With An Introduction By Hu
Thucydides
Plato
Anonymous
Magnus Magnusson
Niccolo Machiavelli
Nikolai Gogol
Thomas More
Jean-Jacques Rousseau
Friedrich Nietzsche
Fyodor Dostoyevsky
Plato
Plato
Anonymous
Leo Tolstoy
Flavius Josephus
Horace
Carl Von Clausewitz
Victor Hugo
Virgil
Anton Chekhov
Andrew Louth
Johann Wolfgang Von Goethe
Friedrich Nietzsche
Fyodor Dostoyevsky
Fyodor Dostoyevsky
Anonymous
Bartolome De Las Casas
Plato
Various
Lucretius
Giovanni Boccaccio
Vincent Van Gogh
Mikhail Lermontov
Gustave Flaubert
Fyodor Dostoyevsky
George Bernard Shaw
George Bernard Shaw
Jim Trelease
Louise Gordon
Sonia Moore
Jim Trelease
Jim Trelease
Peter Shaffer
Athol Fugard
Ludwig Bemelmans
Munro Leaf
Allan Ahlberg
W.G.
D. G. A. Whitten
Anthony Chandor
Market House Books Ltd.
Professor Nicholas Abercrombie
Arthur Jacobs
Lissa Rovetch
Arlene Mosel
Mercer Mayer
Colin Eisler
Margaret Wild
Jillian Lund
Eric Hill
Jan Karon
Percy Bysshe Shelley
Stephen Dobyns
Alice Notley
Jane Austen
Emily Bronte
Jane Austen
Wilkie Collins
Joseph Conrad
Oscar Wilde
Jane Austen
Charles Dickens
Thomas Hardy
Walter
Mark Twain
JANE AUSTEN
Jane Austen
Nathaniel Hawthorne
Jonathan Swift
William M Thackeray
Lewis Carroll
Edgar Allan Poe
R D Blackmore
Jerome Klapka Jerome
Hans Christian Andersen
Charles Kingsley
Charles Lamb
Frances Hodgson Burnett
Gustave Flaubert
Henry James
Gordon Jarvie
Virginia Woolf
William Wordsworth
D H Lawrence
James Joyce
Roger Hargreaves
William Shakespeare
William Shakespeare
William Shakespeare
William Shakespeare
William Shakespeare
William Shakespeare
William  Shakespeare
William Shakespeare
Jean Rhys
Roger E. Allen
Joanne Harris
Helen Fielding
Kevin Chong
George Dawson
Shannon Olson
Nathaniel Philbrick
Barbara Neely
Mary Karr
T. R. Pearson
Maggie Alderson
John Robert Colombo
Nick Hornby
Christobel Kent
Nella Larsen
Thomas Pynchon
Malcolm Lowry
James Joyce
James Joyce
Saul Bellow
Robertson Davies
Janet Ahlberg
Roald Dahl
Roald Dahl
Roald Dahl
Roald Dahl
Roald Dahl
Donna Jo Napoli
Jill Rubalcaba
Roald Dahl
John R. Erickson
John R. Erickson
Roald Dahl
Roald Dahl
John Bellairs
Peter Lerangis
Mary K Pershall
Dreamworks
William Sleator
Theresa Nelson
Michael Leapman
Various Authors
Rosemary Wells
Robin McKinley
Lloyd Alexander
Michael Cadnum
Laurie Halse Anderson
Jon Scieszka
Nancy Farmer
Roald Dahl
Han Nolan
Jean Craighead George
John Steinbeck
David Colbert
Hugh Ross Williamson
Jane Austen
Emily BrontÃ«
Charles  Dickens
Charles Dickens
Oscar Wilde
Bram Stoker
Nathaniel  Philbrick
Gwyn Hyman Rubio
Helen Fielding
Jane Langton
Jan Karon
Lois Battle
Sparkle Hayter
Dave Ramsey
Bruno Maddox
John Steinbeck
John Steinbeck
Ross King
Ann B. Ross
Barbara Freese
William Dalrymple
Rosamund Stone Zander
Carol Drinkwater
Diane Schoemperlen
Graham Greene
Geraldine Brooks
Sue Monk; Sue Monk Kidd Kidd
Jasper Fforde
Susan Vreeland
J. M. Coetzee
Ian Fleming
Stefan Fatsis
Andrea Camilleri
Jan Karon
David M. Friedman
Margaret George
Donna Leon
Larry Millett
Letty Cottin Pogrebin
Trudy Baker
Jane Urquhart
Elizabeth Buchan
John Lawton
Robert Alexander
Jasper Fforde
John Steinbeck
Daniel Wallace
Diana Hendry
David Clement-Davies
Cate Tiernan
Rosemary Wells
Sarah Dessen
Shelley Moore Thomas
Peni R. Griffin
Charles De Lint
Mark Twain
Charlotte BrontÃ«
Dorothy Parker
Pamela Dean
Pamela Dean
Ania Szado
Dipika Mukherjee
Donna Morrissey
Poppy Z. Brite
Franz Kafka
Belle Yang
Paul Monette
David Guterson
Amos Oz
Arturo Perez-Reverte
Arturo Perez- Reverte
George Orwell
Colin Spencer
David Guterson
Georges Passelecq
Andrew Miller
Ann Patchett
Arturo Perez-Reverte
Monica Strauss
Edward Gorey
Edward Gorey
Elizabeth Hess
Patricia Smith
George V. Higgins
Patricia T. O'Conner
Thomas Merton
Jose Saramago
David Guterson
Andrew O'Hagan
Arturo PÃ©rez-Reverte
Rachel Simmons
Michel Faber
Lidia Jorge
Emma Donoghue
Umberto Eco
Michel Faber
Yann Martel
Emma Donoghue
Virginia Woolf
Luther Blissett
Sinclair Lewis
Gloria Naylor
T. S. Eliot
Anais Nin
Umberto Eco
Arturo Perez-Reverte
Marilyn Durham
Thomas Keneally
Alice Walker
T. S. Eliot
Franz Rottensteiner
Jimmy Buffett
Philip J. Davis
Umberto Eco
Jimmy Buffett
Ann Rinaldi
Ann Rinaldi
Ann Rinaldi
Theodore Taylor
Patricia A. McKillip
Ann Rinaldi
Ann Rinaldi
Vivian Vande Velde
Janell Cannon
Liz Rosenberg
Stephanie Maze
Sherry Garland
Michael J. Rosen
M. E. Kerr
Mem Fox
Meredith Ann Pierce
Alan Garner
Alan Garner
Meredith Ann Pierce
Meredith Ann Pierce
Ysaye M. Barnwell
Edward Eager
Ann Rinaldi
Joseph Bruchac
Bruce Coville
Eleanor Estes
AdÃ¨le Geras
Han Nolan
Witi Ihimaera
Mary Norton
Mary Norton
Diane Duane
Diane Duane
Diane Duane
Ann Rinaldi
Jennifer Donnelly
Jean Ferris
Theodore Taylor
Lois Ehlert
Tomie De Paola
Han Nolan
Dav Pilkey
Eleanor Estes
Lillian M. Hines
Stephanie Nelson
Bonnie Klomp Stevens
G. Lee Bowie
Napoleon  A. Chagnon
Gary Paulsen
Eleanor Wachtel
Umberto Eco
Amos Oz
Gary Paulsen
Mark Helprin
Lawrence Naumoff
James Morrow
George Konrad
Andrew Tobias
Jose Saramago
Jay Jennings
Laurie Foos
Carolyn Wyman
Robert Penn Warren
Sara Lewis
Daniel Akst
Jose Saramago
David Cordingly
Amos Oz
Barbara Gowdy
Anita Shreve
Margaret Drabble
Jose Saramago
Dermot Bolger
Kathleen Alcala
Arturo Perez-Reverte
Gerald Posner
Anita Shreve
Roy Blount Jr.
Arturo PÃ©rez-Reverte
Owen Chase
Anita Shreve
M. A. Harper
Emma Donoghue
Amir D. Aczel
Carlos Fuentes
Jose Saramago
Murray Bail
Dermot Bolger
Jose Saramago
Raj Kamal Jha
David Guterson
George Plimpton
Michel Faber
Andrew O'Hagan
Antoine De Saint-ExupÃ©ry
Amos Oz
K. C. Cole
Bliss Broyard
Donald Sassoon
Laura Kasischke
Yann Martel
Emma Donoghue
Hortense Calisher
Mary McCarthy
Alice Walker
Michel Faber
Anais Nin
Audrey Niffenegger
DBC Pierre
Yann Martel
Robert Penn Warren
Florence: Turner
Italo Calvino
Virginia Woolf
Eudora Welty
Michael Scott
Charles Dickens
Antoine De Saint-Exupery
AnaÃ¯s Nin
Virginia Woolf
C.S. Lewis
Virginia Woolf
Ana?s. Nin
Alice Walker
Randall Kenan
Antoine De Saint-Exupery
Georges Simenon
C.G. Jung
Virginia Woolf
Virginia Woolf
Dorothy L. Sayers
Virginia Woolf
E.M. Forster
Andy Warhol
Eudora Welty
George Orwell
Virginia Woolf
E. Fuller Torrey
T. S. Eliot
E. E. Cummings
Thomas Merton
A.S. Byatt
Dudley Fitts
Loren Eiseley
Moliere
C.S. Lewis
Virginia Woolf
Virginia Woolf
Amos Oz
Quentin Bell
Virginia Woolf
Merlin Stone
Antoine De Saint-ExupÃ©ry
Alice Walker
William Shakespeare
H Krahn
Robert Aunger
Ian Kellam
James Riordan
Edward Blishen
Michael Harrison
David Hooper
David Hopkins
Michael Cox
H. W. Fowler
Charlotte BrontÃ¯Â¿1/2
Elizabeth Gaskell
Mary Wollstonecraft Shelley
Jane Austen
Oscar Wilde
Daniel Defoe
Geoffrey Chaucer
Joseph Conrad
W. Wilkie Collins
Joseph Conrad
Robert Louis Stevenson
L.P. Hartley
Kingsley Amis
Emily BrontÃ¯Â¿1/2
Sir Arthur Conan Doyle
Ann Radcliffe
Jane Austen
Ã¯Â¿1/2mile Zola
Henry David Thoreau
George Sand
August Strindberg
Jane Austen
George Eliot
Mary Shelley
Lewis Carroll
Bram Stoker
Henrik Ibsen
Charles Dickens
Plato
Anthony Trollope
Louisa May Alcott
Henry James
D. H. Lawrence
Pierre Choderlos De Laclos
Johan Wolfgang Goethe
Marcus Aurelius Antonius
Mallanaga Vatsyayana
Norman Solomon
Richard Dawkins
Jennifer Bassett
Michael Swan
W. Y. Evans-Wentz
Plato
Sun Tzu
William H. Chafe
Paul Fussell
James M. McPherson
Terry Alford
Aldo Leopold
Michael Peterson
Sophocles
Michio Kaku
Bob Thiele
Bernard Lewis
Mark Twain
Mark Robert Rank
Gillian Butler
Hildegard Of Bingen
Marion A. Kaplan
Mark P. O. Morford
Stacy Cretzmeyer
Matthew Restall
David Hackett Fischer
Donald Senior
Andrew Parkin
William Shakespeare
William Shakespeare
R. W. Holder
John Waller
E.A. Lowe
H. J. C. Grierson
Stanley Milgram
Jean Liedloff
T. Berry Brazelton
Jane B Burka
Steven Lindblom
Carter
Richard P. Feynman
Bittinger
Robert Bly
William Warriner
Fatima Mernissi
Bernd Heinrich
Robert Bly
C. W. Metcalf
Susan M. Love
Lauren Ruth Wiener
Bailey White
T. Berry Brazelton
Marshall H. Klaus
Khristine Page
Phil Gross
Lawrence J. Magid
Keith Haviland
Claire Maria Ford
Gerald Leinwand
Wayne Lesko
Charles S. Carver
Wayne A. Lesko
Daniel D. Pearlman
Marilyn Penovich Friend
William Strunk Jr.
George L. Grice
James M. Henslin
John Forbes
Beth Yahp
Prue Theobalds
Tom Wolfe
Jeanette Winterson
John Burningham
John Boswell
Chicago Editorial Staff
Franco Ferrucci
Alice Kaplan
Michael Kunze
Norman Maclean
Robert Redfield
Charles E. Rosenberg
Paul Scott
Joseph M. Williams
Mark A. S. McMenamin
Diana Culbertson
Jean Baudrillard
Pierre Laszlo
Penelope Lively
Anna Gekoski
Keith Faulkner
Jack Vance
David M. Rorvik
P S Rushforth
Rachel Billington
Gerald Scarfe
Ali Smith
William Boyd
Tim Jeal
Derek Wilson
Hans Johannes Hoefer
Sir Francis Chichester
James T. Farrell
John S. Schuchman
Fatima Mernissi
Russell Hoban
Jean Amery
J R R Tolkien
Thomas K. Landauer
Robert Slater
Richard Feynman
Emma Richmond
Elizabeth Bailey
Debbie Macomber
Susan Wiggs
F. James Davis
Brian Cole
Tom Lambert
Eddie Obeng
Ingo Walter
Jonas Ridderstrale
David Freemantle
Ernest H Rosenbaum
Erich Von Daniken
Ray Axford
John Okada
Margaret B. Blackman
Jade Snow Wong
Judith Herrin
Henry Root
Matthew Kneale
Matt Thorne
Catullus
Cathy Song
Cosima Wagner
Jeremy Black
John Lukacs
John Von Neumann
Jonathan Glover
Professor Peter Singer
Terrence Higgins Trust
Alison Webster
David Pickering
John Nunneley
David Milstead
Clifford A. Pickover
Harrison E. Salisbury
Albert Murray
Paul M. Angle
Burton B. Turkus
David Herbert Donald
Jeffrey Meyers
Maria Perry
Christine Wiltz
Ian Gibson
Jan Bondeson
Frances Hill
Alex Kershaw
Toby Young
Eugene Bradley Coco
Justine Korman
Constance Allen
Mabel Watts
Richard Scarry
Mercer Mayer
Margaret Wise Brown
Chari Sue
Paul S. Newman
David Korr
Ron Dias
Jon Stone
David Korr
Golden Books
Gertrude Crampton
Leone Castell Anderson
Jean Hortense Seligmann
Western Publishing
Tom Brannon
Samuel J. Butcher
Jesse Younger
Carol North
Golden Books
Walt Disney
Mercer Mayer
Mercer Mayer
Jack C. Harris
Golden Books
Golden Books
Mercer Mayer
Mercer Mayer
Mercer Mayer
Dorothy Kunhardt
Cindy West
Ole Risom
Golden Books
Gene Stratton Porter
Golden Books
Jean Chandler
Mercer Mayer
Mary J. Fulton
Golden Books
Gina Ingoglia
Margo Lundell
Edith Kunhardt
Diane Muldrow
Chandler S Robbins
Richard Scarry
Mercer Mayer
Maida Silverman
Craig Boldman
Julie Campbell
Kathryn Kenny
Kathryn Kenny
L.E. Blair
Golden Books
Richard Scarry
Don Ferguson
Janet Frank
Herbert S. Zim
Sal Murdocca
Jack C. Harris
Nina Barbaresi
Margaret Wise Brown
Seymour Reit
Richard Scarry
Ann Braybrooks
Wayne W. Dyer
Margo Hoff
Walter Wangerin Jr.
Jane Peart
Gerald Lawson Sittser
Mark R. Littleton
Terri Blackstock
Les Parrott
Diane M Komp
Lee Strobel
Jim Cymbala
John Ortberg
Martha Williamson
Phillip Keller
Ben Carson  M.D.
Bill Hybels
Twila Paris
Dave Dravecky
Terri Blackstock
Terri Blackstock
Terri Blackstock
Bill Myers
Joseph M. Stowell
Alton Gansky
Rory Noland
L. B. Cowman
Chonda Pierce
Jim Cymbala
Edward Dayton
Debbie Morris
Alton Gansky
James D. Berkley
Steve
Patrick Morley
James Scott Bell
David Wilkerson     
Lee Strobel
Gary W. Kuhne
Keith J. Leenhouts
Eugenia Price
Karen Hull
Millie Stamm
John F. Walvoord
Leon J. Wood
Harold L Bussell
LeRoy Eims
Ruth Tucker
Linda Herring
Irene B. Brand
R. David Thomas
Mark R. Littleton
Bill Hybels
Jim Conway
Carroll Ferguson Hunt
Bill Hybels
Rick Bundschuh
John F. Walvoord
Zondervan
Christopher D. Hudson
Robie Macauley
James N. Frey
Randy Shilts
James Herriot
James Herriot
Elliott Roosevelt
Russell A. Brown
Sam Huff
Larry Wolff
Fred Chappell
Marjabelle Young Stewart
Marion Chesney
Velda Johnston
Ronald Tierney
Diane Mott Davidson
George Papashvily
Tom Snyder
Alexandra Parsons
M. M. Kaye
Florence King
Douglas Coupland
William Shakespeare
Randall Adams
William Jeremiah Coughlin
Edith Wharton
Rosamunde Pilcher
Margaret Wander Bonanno
Kristine Kathryn Rusch
Hilary Masters
Charles Dickens
Betty Mahmoody
Charles J. Sykes
Valerie Carnes
Jaime Manrique
Ellen F. Fitzpatrick
Randy Shilts
Janice Law
Margaret Wander Bonanno
Jonathan Gash
Michael Wallis
Gail Tsukiyama
James S. Olson
David Delman
A. B. C. Whipple
Donald Serrell Thomas
D. J. Donaldson
Michael Kenyon
Emma Tennant
George Baxt
Douglas Sadownick
Rick Ridgway
Terri Windling
Dave Thompson
Ralph M. McInerny
Libby Gelman-Waxner
James Herriot
Sheila L. Skemp
S. P. Somtow
Laurie R. King
Wilton Barnhardt
Ethan Canin
Jewell Parker Rhodes
Andrei Codrescu
Laura Reese
James Bovard
Howard Norman
Richard Laymon
Rosamunde Pilcher
Eric Kraft
Laurie R. King
Sandra Dallas
Jennifer Egan
Michael Chabon
Frederick Lenz
Sylvia Plath
Florence King
Kate Wilhelm
Katharine Weber
Gail Tsukiyama
Terri Windling &amp; Ellen Datlow
Walter Satterthwait
Emma Lathen
"Alf Wight Writing As ""James Herriott"""
